customer_tweet_id,customer_message,previous_message,has_context,intent,notes
1508739.0,@115858 y’all need to fix this keyboard Bc eye’m getting really annoyed. Eye can’t use the letter after h in the alphabet..fix it. please,,False,display_input,Keyboard/letter problem
2406608.0,@115858 how have a been awake for an hour and my phone is down 20% battery??? When will the new update stop killin me like this???????,,False,battery_charging,Battery drain
259974.0,@AppleSupport what does this mean?  Why can't I sync my phone to my Mac? https://t.co/MvJ1UXAuee,,False,connectivity,Cannot sync iPhone with Mac
1437557.0,Absolutely hate it when you airdrop a bunch of photos &amp; they go all jumbled up 😖 @115858 #whyyoutestingme,,False,connectivity,AirDrop issue
1605041.0,"Hi @AppleSupport ,Apple Watch 3 has bug, restarts when you ask Siri on weather.please address this",,False,device_hardware,Apple Watch restarting
1752320.0,Hey .@115858 - how about you fix the I️ glitch - I️ mean - I️t’s not like I️ use the letter I️ every time I type!!!,,False,display_input,I keyboard glitch
1643277.0,@AppleSupport I don’t want my kid downloading a ton of free apps but I don’t want to have to put my password in every 2 minutes. 😠,@502242 The App Store only allows you to choose between the two password options listed here: https://t.co/zb2Q1nMzhC,True,apps_app_store,App Store password/download behavior
2517051.0,So my phone won’t call or receive calls from anyone… And the battery went from about 35% down to 1% in just a few minutes. What is going on? @115858,,False,connectivity,Cannot make or receive calls
2422571.0,Clearly need to stop using a first-person pronoun until @115858 can get their shit together.,,False,display_input,I typing problem
1656137.0,@AppleSupport after upgrading to iOS 11.1 has made my battery worse. I have an iPhone 7. Please fix this,,False,battery_charging,Battery deterioration after update
2897741.0,@AppleSupport I've been trying to reset my Apple ID information for DAYS but I've yet to get more info on my phone. When I call YOU the line goes silent. What is going on?! #TerribleCustomerService,,False,account_authentication,Apple ID reset problem
804914.0,@AppleSupport again your 11.0.3 version is not good my same problem hang during dial the call,,False,connectivity,Calls hang during dialing
109020.0,@AppleSupport is iCloud down? I can't sign in https://t.co/fA69xgE4ow,,False,account_authentication,Cannot sign into iCloud
2834364.0,"@115858 I️ don’t know what you guys do there but how hard is it to fix the letter eye...

https://t.co/fTaown9eav",,False,display_input,I typing problem
1216846.0,"Ever since I updated to iOS 11, my phone has been on a freezing frenzy. Like wtf get it together @115858",,False,ios_update,Freezing after iOS 11 update
2320385.0,@AppleSupport Seems to be a bug with new high sierra update - media buttons no longer control background iTunes music but instead respond to current foreground app (ie. safari)- is this a bug or just a crap intentional change?,,False,audio,Media button/audio behavior
761291.0,I’m so annoyed w/ @115858’s screen recording. It always cuts out the audio in the middle of my recording. Does anyone else have this problem?,,False,audio,Audio cuts out during screen recording
1166770.0,"@AppleSupport Nothing just a black screen &amp;then the Apple logo, it randomly crashes sometimes in the middle of a phone call or while taking pics or typing","@394446 Let's work on this with you. When your device restarts, do you see any flashes of color, or symbols on the display?",True,device_hardware,Device randomly crashes/restarts
1394526.0,"@applesupport Simpler - Contacts Manager by YT Development Ltd
This app is taking unauthorized subscriptions @£13.49 https://t.co/I48f8emGhK",,False,account_authentication,Unauthorized subscription
486144.0,"@AppleSupport что вы сделали, что у меня в почту icloud ни один клиент не заходит, кроме мака?! Мне нужна почта на телефоне, а с Android я даже на icloud зайти не могу... Вы там все упали что ли?!",,False,account_authentication,iCloud Mail access/sign-in
2369533.0,@AppleSupport how do I fix the i problem?,,False,display_input,I input problem
2548139.0,Internet works fine but #appletv cannot stream movie on @118721 @116602 works fine. Everything just doesn’t work. @AppleSupport,,False,apple_services,Apple TV streaming issue
195934.0,@AppleSupport I have an issue with my Apple Music account and it needs to be fixed ASAP,,False,apple_services,Apple Music account issue
1219986.0,Did @AppleSupport took into account the iphone se screen size for this update??? https://t.co/2I5CZlItgy,,False,ios_update,Update-related screen compatibility issue
724195.0,"@AppleSupport On wifi it’s not working, but on celular data it’s working !",@293441 Let's team up on this. Have you tried downloading on Wi-Fi and cellular? Let us know in DM. We'll meet you there. https://t.co/GDrqU22YpT,True,connectivity,Wi-Fi/cellular connectivity difference
2893398.0,"Is there any way I can get my photos off my iPhone which is passcode locked and isn't backed up to iCloud or anything? My screens broke and it's typed my password in wrong so many times cause it has a mind of its own due to being smashed🙁 @115858 can anyone help, I'm gutted",,False,device_hardware,Broken screen/device access issue
2677426.0,@AppleSupport ios11.0.03 is a nightmare. Phone is now losing charge within an hour.😡,,False,battery_charging,Rapid battery drain
1624970.0,Can’t sign in on iMessages bec of a “network connection” issue 😤WAHT ISSUE fiiiix this glitch @115858 huhuhu,,False,apple_services,iMessage sign-in/service issue
1458991.0,@Applesupport why is my phone autocorrecting I to I️,,False,display_input,Autocorrect/input problem
2913352.0,@AppleSupport my iMessage has not worked in over a month at this point. I’ve spent considerable amount of time with your customer support to get this solved but there has been no solution yet. Please work to solve this as soon as possible. This is extremely frustrating.,,False,apple_services,iMessage not working
1096904.0,Yo @AppleSupport how do I leave group chat on the latest iOS for iPhone. Please help. Please.,,False,apple_services,iMessage group-chat functionality
2373299.0,Does @115858 realize how many people they’re actually pissing off with the I️ bullshit?,,False,display_input,I input problem
2276968.0,Hey @115858 it’s really hard to sound serious when yelling at a company through message and every other word is I️  ...Get your shit together please. Me at least want to look intellectual whilst yelling.,,False,display_input,I input problem
1966786.0,@115858 fix this I️ shit thanks,,False,display_input,I input problem
391705.0,"@AppleSupport I am mad @
you. My phone is fully updated &amp; all my apps keep crashing, I can’t answer phone calls &amp;my phone keeps turning off.",,False,device_hardware,Multiple device-level failures
2295846.0,So @115858 is really about to have me become an #Android user. These glitches are too much and a pain!,,False,other_unclear,Generic glitch complaint
288341.0,@AppleSupport my right AirPod won’t charge. I’ve had them for a few months. What do I do?,,False,audio,AirPod charging problem
2799435.0,@115858 @6990 why isn’t FaceTime working right now? I need to see @107462 face 😭😭😭,,False,apple_services,FaceTime not working
2401559.0,"Thanks to iOS 11, my phone gets stuck about four or five times a day ☺️ @AppleSupport",,False,ios_update,Freezing after iOS 11
2957111.0,@AppleSupport why can’t I type the word I.T today!!  Every time I try to type the word  this happens ! I.T. I.T.  ( the letters I then t),,False,display_input,Cannot type I.T.
409711.0,@AppleSupport why doesn spotify sync to my doc on my iphone. This new update is terrible.,,False,apple_services,Spotify sync/service issue
2710516.0,Anyone know how to covert an existing iCloud account to a child account? My kids would hate to lose any game data. cc @AppleSupport,,False,account_authentication,iCloud account type change
334974.0,"@AppleSupport my iPhone 7 under warranty has a battery problem, I went to the Apple service centre and he asked me to pay 4000₹ to repair it",,False,battery_charging,Battery problem
2298083.0,@AppleSupport yes and yes,"@667105 Thank you for reaching out to us. We're here to help. To start, are you using an Apple-branded charger? Is it connected to a wall outlet?",True,battery_charging,Context indicates charging/charger issue
1429806.0,"@AppleSupport I want to save Photos or Pages or Numbers files. After selecting a file, 'Save to Files' -&gt; 'On My iPad' is not available. Please help.",@452066 Please follow the steps in this support article for accessing .pdf files on your iPad: https://t.co/G7W7iUWW6p,True,apps_app_store,Files functionality issue
257786.0,"@AppleSupport Can’t purchase/download apps, says I’m unsubscribed from Apple Music, multiple devices/networks on High Sierra/iOS 11",,False,apps_app_store,Cannot purchase/download apps
2285825.0,Anyone else seen this weird behavior in iOS 11? Not sure who this cellular carrier is. @AppleSupport https://t.co/IoVP0Aq1jB,,False,connectivity,Cellular carrier/network issue
694512.0,@AppleSupport My name is razz chakroborty (+91 705308855) i was using a apple i phone 6S. Yesterday 5.15 to 5.30 pm i lost my Phone so need your Support to find my phone my apple id is __email__ emi id is __credit_card__.i done the FIR. Plz help ME.,,False,device_hardware,Lost iPhone/device recovery
1674777.0,@AppleSupport please tell me how this adds up to 10GB. These are the only apps I have on my phone. https://t.co/pYArvJK233,,False,apps_app_store,App storage usage
426394.0,So for like a week now @115858 store don’t like me lol it’s not letting me update my apps #NeedUpdates 😢,,False,apps_app_store,Apps cannot be updated
1149866.0,@AppleSupport Using an iPhone 7 with iOS 11.0.3 and problem is only in rear camera which is taking blurry photos.,"@390588 Let's work on it together. Which iPhone and iOS version do you have? Is the issue just in the Camera app, or others too?",True,camera_photos,Rear camera produces blurry photos
1357275.0,@AppleSupport Tried all manor of witchcraft and I can't get the bookmarks that are synced in iOS to appear in Safari on my laptop.,,False,apple_services,Safari/iCloud bookmark syncing
1390139.0,"@AppleSupport iPhone 6S, only one years old - battery life is horrible after iOS 11. 3hr standby/2hr use = 35% remaining.",,False,battery_charging,Poor battery life
248198.0,@AppleSupport i updated my iphone 7 to ios 11.0.2 and was wondering why I cant adjust the volume while my phone is locked,,False,audio,Cannot adjust volume while locked
2815588.0,@784955 @115858 My 8 plus still glitches. It’s the update that sucks,"@660522 @115858 It's terrible but as long as no body does the update they are okay! I've been avoiding mine, unfortunately 😒",True,ios_update,Update-related glitches
2557443.0,"@AppleSupport I updated my iPhone 6S to iOS 11.1.1 and is totally malfunctioning. Apps are crashing every time, phone calls are giving errors and battery runs out faster than normal. Totally the opposite to iOS 10. I need a solution!",,False,device_hardware,Multiple device failures
1073894.0,@AppleSupport hi my phone has started making like a fire alarm noise I turned it on and off yet it has happened again what is this ?,,False,audio,Unexpected alarm-like sound
2065042.0,@AppleSupport my keyboard is broken AGAIN so I can’t log in to book my device in for repair at Southampton West Quay. Help!,,False,display_input,Keyboard prevents login
295389.0,Help! Apple Watch wont restore previous backup #help #apple @AppleSupport,,False,icloud_backup,Apple Watch cannot restore backup
2524410.0,@115858 if you could fix the glitch on the keyboard already that’d be great!!!!,,False,display_input,Keyboard glitch
1761253.0,HOW COME WHENEVER I️ TYPE THE LETTER I️ IT DOES THIS QUESTIONS MARK BULLLLSHIT @123765 @115858,,False,display_input,Keyboard I glitch
2953818.0,@AppleSupport I have an issue with activating iMessage and FaceTime on my sons’ iPad. I tried all solutions that are on support pages. Still not solved. There must be something with his Apple ID always giving activation error. iCloud is working fine though. Please help me out.,,False,account_authentication,Apple ID activation/authentication error
1932694.0,"@115858 bought iphone6 more than 24mnth, battery suddenly dropped to 10% frm 40-50% in past few months. Am I eligible 4 battery replacement?",,False,battery_charging,Battery suddenly drops
1100843.0,@AppleSupport Nope. This is a charging on my credit card receipt.,@211150 Hey there! We're here to help. Is this an email that you received about this charge on your Apple ID account?,True,account_authentication,Unexpected account/credit-card charge
1864518.0,Hey @AppleSupport I keep getting emails that my iCloud was signed into but I don’t use iCloud I have it turned off,,False,account_authentication,Suspicious iCloud sign-in notifications
451370.0,"@AppleSupport Help!  I’m really frustrated with iCloud.  I’ve been locked out of my account after requesting account recovery.  Originally I was told I’d have to wait 3 days, but the delay changed to 10 days without me doing anything—I didn’t even try to log in again.",,False,account_authentication,iCloud account recovery/lockout
344385.0,@AppleSupport pics I this morning synced with icloud and can’t now be downloaded,,False,icloud_backup,iCloud Photos download/sync issue
32379.0,"Hey @115858 @AppleSupport, not sure you tested EVERYTHING when implementing the ability to switch #iCloud account emails! https://t.co/GebmTtpdCc",,False,account_authentication,Switching iCloud account email
1368806.0,dear @AppleSupport instead of introducing new faulty phones focus on improving what you have. Since updating to iOS 11 I have to charge my phone 4 times a day. Left the phone on airplane mode woke up in the morning it dropped to 43% .seriously 😒?!,,False,battery_charging,Severe battery drain after update
864428.0,@AppleSupport I CAN! I have my device normal.,@325302 Let’s try force restarting it with these steps: https://t.co/8MvHMFZ83h,True,device_hardware,Device restart troubleshooting context
1019387.0,@AppleSupport Impossible to use any chat application plz fix keyboard lag.,,False,display_input,Keyboard lag
1598236.0,@AppleSupport what's my iCloud password again? I always forget.,,False,account_authentication,Forgot iCloud password
15311.0,@115858 I’m going to need you guys to fix my iMessage and FaceTime..it’s not activating...spent an hour on the phone with support,,False,apple_services,iMessage/FaceTime activation
1517851.0,ever since I downloaded iOS 11 I can’t download apps? help me @115858,,False,apps_app_store,Cannot download apps
2834595.0,Another update issue I’m finding is when I open the camera I don’t want the live option on. So I’ve gone to setting and turned it off but when I go onto my camera every time I still have to turn it off. @AppleSupport,,False,camera_photos,Camera Live Photos setting issue
2374446.0,Am I missing something @AppleSupport on my iPhone X? Is there a way to have FaceID approve family sharing app requests for my kids? Typing passwords is so Iphone 5 😀,,False,account_authentication,Family Sharing authentication
687982.0,@115858  my iPhone X speaker crackles. It sounds like when I have high output from my computer to crappy speaker,,False,audio,Speaker crackling
2728152.0,"@AppleSupport hi, my phone was stolen so I deleted the device from my Apple ID account after changing my password. It did backup on iCloud before it went missing, how long will this backup be stored securely for? Thanks.",,False,icloud_backup,iCloud backup retention
1819155.0,"@115858 the new update is ass. GPS doesn’t work, music controls don’t work, Apple Watch won’t connect, speaker phone doesn’t work.",,False,device_hardware,Multiple device/function failures
1327412.0,@AppleSupport so its for my friend and we requested account recovery from my iphone but nothing happened?,"@429706 Your Apple ID password is used to log into iCloud. Try resetting your Apple ID password using the link here: https://t.co/fJnZYmbI9N Once you've done that, you should be able to get into your iCloud account on a computer to locate it using Find My iPhone.",True,account_authentication,Account recovery
2065762.0,Thanks iOS 11 for fucking up my phones battery life.  100% to 7% in half an hour @AppleSupport,,False,battery_charging,Extreme battery drain
2909301.0,"So when I now take a screenshot, the snippet at the bottom doesn’t appear and it makes no sound - @AppleSupport ???",,False,audio,Screenshot sound missing
760501.0,@AppleSupport watch app showing incorrect time. Is it across the board? https://t.co/pzVPpcmCjD,,False,device_hardware,Apple Watch incorrect time
2583170.0,"@AppleSupport I was downloading from a backup, then tried to delete them all and re-downloading them from the app-store, it was working but some apps didn’t appear on my iPhone, had to go back to the app-store to open them","@732038 We’d love to help with setting up your new iPhone! To make sure we’re on the same page, are you downloading your applications from a backup? Or, are the apps not downloading when you select them from the App Store?",True,apps_app_store,Apps missing after restore
1597353.0,Can someone tell me why my tweet looks like this??? @115858 b/c I️ just updated my phone twice .. #replytweet some1 https://t.co/qZ4cyQwvQG,I️ just spent 15 minutes doing my eyebrows for work tonight .. I️ better make $300,True,display_input,I character rendering problem
2626422.0,@696224 Was on the plane today and none of my music woulkd play thought it was just me cc @AppleSupport @115948 @115858 HANDLE THIS,Y’all Apple Music trippin too or just mine?,True,apple_services,Apple Music playback issue
2565716.0,"@AppleSupport Yes, but how can I sync everything I have in iTunes on the Mac to my iPhone so that it’s accessible offline (particularly for ✈️ and 🚉)?","@73023 Sure thing! With Apple Music, you can access your music collection on all devices. Our website here has information on how to do this: https://t.co/cEzKI1BQ2X",True,apple_services,iTunes/Apple Music syncing
1596704.0,@AppleSupport Turn them off. Makes calls but there’s no sound. Never had a problem with my phone before,"@AppleSupport 6s and 11.1. Keeps freezing, buttons won’t work so I have to turn the phone off. Keeps turning on WiFi and Bluetooth when I repeatedly (1)",True,audio,Calls have no sound
649801.0,@AppleSupport why can’t I search for WiFi? 😡😡 https://t.co/HweBSz6DGY,,False,connectivity,Wi-Fi problem
2621267.0,"@AppleSupport iPhone 8 AirDrop problem! Tried every single method on the internet no joy! Turn old iPho 6 on instant connection! all setting exactly the same. Reset network connections, Logged out/in iCloud, reset all BT and wifi settings on iMac late 2013, and iPho on ios11.1.2",,False,connectivity,AirDrop connection problem
403562.0,why did my entire camera roll just randomly completely clear then restore? and why is a vid from june is the most recent item? @AppleSupport https://t.co/aTvndqZau0,,False,camera_photos,Camera roll/photo library issue
1938434.0,"@AppleSupport I’m getting this error on every photo that’s been uploaded on iCloud Photo Library
Nothing works
Setting- Optimize my storage https://t.co/ObpjxFSKof",,False,icloud_backup,iCloud Photo Library error
511125.0,@AppleSupport help I got a green line on the left side of my iPhone X screen and restarting it doesn’t make it go away,,False,display_input,Green line on screen
50820.0,@AppleSupport I have Iphone 7 updated to ios 11.1. After the news IOS released this year battery problem raised.,@127404 We understand how important battery life is. What is the exact version you updated to? https://t.co/ZTw54HL4Rm,True,battery_charging,Battery problem after update
699546.0,@AppleSupport terrible battery life on iOS 11.1.2. Call rejection issues where incoming calls are cancelled and heard as ‘switched off’ on the other end. I wish there was a jailbreak to downgrade to iOS 10.3.,,False,battery_charging,Battery issue is primary
1220054.0,@AppleSupport Thats for my shipping address. That error is from the app. That error dont let me preorder last year and want to fix,@406245 Let's see what's going on with that setup. Which device are you entering this information on?,True,apps_app_store,App error prevents preorder
2288513.0,@AppleSupport Well when the hell are they going to release for an update that doesn’t turn my I️ into a fucking question mark box?,"@664874 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6
If you need more help, DM us. https://t.co/GDrqU22YpT",True,display_input,I becomes question-mark box
174978.0,"@AppleSupport why offer app ""controls"" in a managed account when apple apps mysteriously enable themselves when login back, such as safari? #unbelievable",,False,apps_app_store,Managed-account app controls
1584542.0,"Hey @AppleSupport, when -re you going to fix the keyboard issue?",,False,display_input,Keyboard issue
2947158.0,"@AppleSupport It’s on iTunes on my MacBook, but doesn’t show on my music on my iPhone.","@417951 Thanks for reaching out we want to help.  Do you have a computer with iTunes on it or another device?  If so, do you see that 4th song titled ""Dust to Dust""?",True,apple_services,iTunes/music not appearing on iPhone
2291663.0,@AppleSupport i've followed all these steps and my screen isn't showing anything not even the apple logo or showing that it's on charge,"@665556 We can help get your iPhone back up and running! Have you followed all the steps in this article?: 

https://t.co/8MvHMFZ83h 

Just let us know and we'll go from there.",True,device_hardware,Screen completely blank/unresponsive
2279207.0,@115858 hey sooo um....y’all going to fix this update so i️ can charge my phone? 🧐,,False,battery_charging,Update-related charging problem
2744221.0,"@AppleSupport every time I open Twitter my music shuts off and won’t let me use both at same time... assistance please, iPhone X",,False,apple_services,Music stops when opening another app
2002321.0,@AppleSupport Siri killing me with this bullshit when I️ try to type an I.,,False,display_input,Typing I issue
508247.0,"@AppleSupport  Please fix the email app (all iOS 10 and 11).  When selecting multiple emails before hitting ""trash"" about 1/3 of the time the app freezes.  Tried restoring, no help.",,False,apps_app_store,Mail app freezes
2295715.0,@AppleSupport @AppleSupport I have my account back !! Thank you thank you so much !!,@666593 Got it. We've got a team here at Apple that can assist with issues regarding your Apple ID. Click here to reach us: https://t.co/UJm15vmMM2,True,account_authentication,Apple ID account recovery
961136.0,@AppleSupport why is it that ever since upgrading to iOS 11 my Bluetooth speaker keeps cutting out? My iPod is still on 10 and works great. 11.0.3 did not help at all,,False,connectivity,Bluetooth speaker disconnects
2042514.0,"@115858 @AppleSupport Please fix battery issues on 11.1 beta 2. You fixed all the lag issues, battery can’t be much difficult",,False,battery_charging,Battery issue
1890537.0,"@115858 please say your developers are hard at work on iOS 11.0.4 so that my headphones, charger and volume buttons work again, ughhhh 🙄🙄🙄🙄🙄",,False,audio,Headphones/volume issue
694519.0,"Seriously @AppleSupport !!
every time there is new update my phone will turned off and stuck with apple logo?!!! u just ruined my mood and the weather is awsome !!",,False,ios_update,Update causes shutdown/Apple logo loop
807896.0,All my text messages are gone!!!!!! WTF @115858 ?!?!?,,False,apple_services,Text messages disappeared
951907.0,@115858 help!!(see video) camera issue https://t.co/J9Mv4hDsWf,,False,camera_photos,Camera issue
1484796.0,"@115858 you really need to fix this update or something because every time me and my friend try to FaceTime or call, the other person doesn’t get any notification for it at all and I’m gonna scream",,False,connectivity,Call/FaceTime notifications not arriving
1018301.0,#iMac help? @115858 my wireless keyboard won’t connect to iMac so cant enter password 2 access Mac. Wireless trackpad fine. Batteries fine.,,False,connectivity,Wireless keyboard connection issue
1573047.0,Uhm hi. The most recent updates turns capital (letter) eyes into a box every time on my phone. What’s up with that? @115858,,False,display_input,I becomes a box
2144074.0,"@AppleSupport started week ago, happens frequently. just restarted and Mail, sent a test, replied to it, now 5 draft versions of reply in “all mail”","@630382 Got it. Do you recall how often it happens? Let's restart your Mac, as well as the Mail app to see if anything changes.",True,apps_app_store,Mail app creates duplicate drafts
34645.0,@AppleSupport It's 10.3.3. Although I'm convinced it's a screen issue rather than a software one.,@123511 We're happy to help. What version of iOS are you currently running? Find that in Settings &gt; General &gt; About.,True,display_input,Screen issue
851749.0,@AppleSupport why does my watch do this with push notifications https://t.co/rPcKlWObEZ,,False,apple_services,Apple Watch push notifications
1659223.0,"@AppleSupport Hello everyone, how do I unlock my account if I do not know the trust number? https://t.co/0fYns2ZzEA",,False,account_authentication,Account unlock/trusted number
2751115.0,@115858 @AppleSupport #iPhone 8 out of box Wifi not working. Is there a real fix. Frustrating. #appleindia,,False,connectivity,Wi-Fi not working
2503732.0,@AppleSupport I went on iTunes and re downloaded it and it still isn’t in my library. I turned my phone off for 1 hour then back on again and still nothing.,@711875 We want to help. Can you tell us which steps you've tried so far? This way we won't have you do any steps over again.,True,apple_services,Music not appearing in library
1984517.0,"@AppleSupport nothing but problems since I downloaded the new iOS. Issues with texts, emails, phone volume, etc... Seems like sabotage.",,False,other_unclear,Multiple unrelated iOS problems
2555417.0,"@AppleSupport The current iOS version I have is 11.1.1
I have enabled auto - updates for all of my apps.",@725641 We are here to help. Let's take a look at this for you. What is your exact iOS version? Do any of the apps have updates in the App Store?,True,apps_app_store,Context indicates app updates
2422523.0,@AppleSupport the new iOS update won’t let me use wifi,,False,connectivity,Wi-Fi stopped working
1811670.0,@AppleSupport I had a call back scheduled for 9:15pm,,False,other_unclear,Only mentions scheduled callback
308550.0,"Completely fed up with bluetooth issues in iOS 11 - @115858, sort them out!",,False,connectivity,Bluetooth problems
2942896.0,@115858 every time I️ use the letter “I️” on my keyboard I️t turns into some weird symbol. IM PISSED,,False,display_input,Keyboard I issue
1866369.0,@AppleSupport @115948 Here are my Apple Music settings: https://t.co/QxyWJRJN8S,@AppleSupport I'm needing help with @115948 after installing iOS 11: https://t.co/6DvDlKXpqz,True,apple_services,Apple Music issue
549665.0,So disheartening that my Apple Watch's microphone has broken TWICE and @115858 refuses to replace it. Have I done something wrong by by purchasing only @115858 products for over 20 years? I'm losing faith... 😢@AppleSupport,,False,audio,Apple Watch microphone issue
176023.0,@AppleSupport iOS 11.1.1,@157392 We'd be happy to look into this with you. Could you please confirm for us the exact iOS version you're currently running? This will help you locate that https://t.co/ZTw54HttsM,True,ios_update,Context indicates iOS version question
157744.0,@AppleSupport Apple just wanted to ask storage on phone full can I get somethink to unload storage thanks,"Everything you need to know about your new iPhone X. In one handy place.

Check out the user guide here:
https://t.co/yR66kF8Q6d",True,device_hardware,Phone storage is full
1939417.0,"@AppleSupport can you guys help me, I'm just Scammed And want my Apple ID back... :(",,False,account_authentication,Apple ID recovery
2105954.0,can @115858 please fix the iphone glitch where everyone typing “i” has it changed because it’s realLY FUCKING ANNOYING ME,,False,display_input,Keyboard I issue
1887430.0,"@AppleSupport if you guys don’t fix iOS 11.0.3 SOON I’m going back to android. I hate this iPhone since iOS 11,  glitchy and freezing.",,False,ios_update,iOS 11 freezing/glitches
548158.0,@AppleSupport my battery life has drastically reduced since the recent update. I used to be so happy that I didn't have to carry chargers to work now I can't make it through the work day! 😡😡😡,,False,battery_charging,Battery life reduced after update
242660.0,There is still terrible lag with 3D Touch in iOS 11.0.2 @115858 hard to see in video but it’s definitely noticeable. #lag https://t.co/InTFP8shUU,,False,display_input,3D Touch lag
1879607.0,"@116333  sir, I have got a big fault in your new software iOS 11.0.3",,False,ios_update,iOS software fault
1901170.0,"@AppleSupport #iOS11 is riddled w/issues, speakerphone rarely works, camera frozen 30% of the time, y did u issue v11.03 w/ so many bugs!?!",,False,device_hardware,Multiple hardware/function problems
2467693.0,"@AppleSupport Not sure, it def happens when not plugged in. Never replaced screen. Seems it's a common issue/bug w the update","@142811 Thanks for clarifying for us. Does it happen when plugged in? Also, has the screen ever been replaced?",True,display_input,Context indicates screen issue
842480.0,"@AppleSupport tried to call you, but only get a computer to answer my quesions. I want a real person to talk about my itunes bill",,False,account_authentication,iTunes billing/account issue
910432.0,@AppleSupport Thank you. Using Wi-Fi.,@336250 We certainly understand wanting to get this album downloaded and we're here to help. Are you using Wi-Fi or cellular data?,True,apps_app_store,Context indicates album download problem
184867.0,@AppleSupport @115858 when are you gonna fix this problem I️ have with typing it would be great if you can let me know,,False,display_input,Typing issue
1545207.0,@115858 I want my fucking picture back pull it up on iCloud I don't fuck know figure it the fuck out now cause I'm fucking PISSED!,,False,icloud_backup,Missing picture requested from iCloud
